"roi_name","site","lat","lon","roitype","active","show_link","show_data_link","sequence_number","description","first_date","last_date","site_years","missing_data_pct","roi_page","roi_stats_file","one_day_summary","three_day_summary","data_release"
"hartheim3_DB_1000","hartheim3",47.9367,7.6006,"DB",TRUE,TRUE,TRUE,1000,"background DB trees","2020-09-13","2022-12-01","2.2","1.0","https://phenocam.nau.edu/webcam/roi/hartheim3/DB_1000/","https://phenocam.nau.edu/data/archive/hartheim3/ROI/hartheim3_DB_1000_roistats.csv","https://phenocam.nau.edu/data/archive/hartheim3/ROI/hartheim3_DB_1000_1day.csv","https://phenocam.nau.edu/data/archive/hartheim3/ROI/hartheim3_DB_1000_3day.csv",NA
"hartheim3_GR_1000","hartheim3",47.9367,7.6006,"GR",TRUE,TRUE,TRUE,1000,"foreground GR","2020-09-13","2022-12-01","2.2","1.0","https://phenocam.nau.edu/webcam/roi/hartheim3/GR_1000/","https://phenocam.nau.edu/data/archive/hartheim3/ROI/hartheim3_GR_1000_roistats.csv","https://phenocam.nau.edu/data/archive/hartheim3/ROI/hartheim3_GR_1000_1day.csv","https://phenocam.nau.edu/data/archive/hartheim3/ROI/hartheim3_GR_1000_3day.csv",NA
"hartprairie_GR_1000","hartprairie",35.3536,-111.7324,"GR",FALSE,TRUE,TRUE,1000,"most of the grassland in FOV","2015-09-14","2017-03-09","0.9","41.0","https://phenocam.nau.edu/webcam/roi/hartprairie/GR_1000/","https://phenocam.nau.edu/data/archive/hartprairie/ROI/hartprairie_GR_1000_roistats.csv","https://phenocam.nau.edu/data/archive/hartprairie/ROI/hartprairie_GR_1000_1day.csv","https://phenocam.nau.edu/data/archive/hartprairie/ROI/hartprairie_GR_1000_3day.csv",NA
"harvard_DB_0001","harvard",42.5378,-72.1715,"DB",TRUE,TRUE,TRUE,1,"Deciduous trees in foreground","2008-04-04","2022-12-01","14.6","0.0","https://phenocam.nau.edu/webcam/roi/harvard/DB_1/","https://phenocam.nau.edu/data/archive/harvard/ROI/harvard_DB_0001_roistats.csv","https://phenocam.nau.edu/data/archive/harvard/ROI/harvard_DB_0001_1day.csv","https://phenocam.nau.edu/data/archive/harvard/ROI/harvard_DB_0001_3day.csv",NA
"harvard_DB_1000","harvard",42.5378,-72.1715,"DB",TRUE,TRUE,TRUE,1000,"Deciduous trees in foreground","2008-04-04","2022-12-01","14.6","0.0","https://phenocam.nau.edu/webcam/roi/harvard/DB_1000/","https://phenocam.nau.edu/data/archive/harvard/ROI/harvard_DB_1000_roistats.csv","https://phenocam.nau.edu/data/archive/harvard/ROI/harvard_DB_1000_1day.csv","https://phenocam.nau.edu/data/archive/harvard/ROI/harvard_DB_1000_3day.csv",NA
"harvardbarn_DB_1000","harvardbarn",42.53532,-72.1899,"DB",TRUE,TRUE,TRUE,1000,"Part of the DB forest, (several shift in a mixed forest)","2012-03-26","2022-12-01","10.6","0.0","https://phenocam.nau.edu/webcam/roi/harvardbarn/DB_1000/","https://phenocam.nau.edu/data/archive/harvardbarn/ROI/harvardbarn_DB_1000_roistats.csv","https://phenocam.nau.edu/data/archive/harvardbarn/ROI/harvardbarn_DB_1000_1day.csv","https://phenocam.nau.edu/data/archive/harvardbarn/ROI/harvardbarn_DB_1000_3day.csv",NA
"harvardbarn_EN_1000","harvardbarn",42.53532,-72.1899,"EN",TRUE,TRUE,TRUE,1000,"EN veg type. Canopy view.","2011-08-03","2022-12-01","11.3","0.0","https://phenocam.nau.edu/webcam/roi/harvardbarn/EN_1000/","https://phenocam.nau.edu/data/archive/harvardbarn/ROI/harvardbarn_EN_1000_roistats.csv","https://phenocam.nau.edu/data/archive/harvardbarn/ROI/harvardbarn_EN_1000_1day.csv","https://phenocam.nau.edu/data/archive/harvardbarn/ROI/harvardbarn_EN_1000_3day.csv",NA
"harvardbarn2_DB_1000","harvardbarn2",42.53532,-72.1899,"DB",FALSE,TRUE,TRUE,1000,"canopy level DB forest","2012-03-29","2020-07-15","8.3","0.0","https://phenocam.nau.edu/webcam/roi/harvardbarn2/DB_1000/","https://phenocam.nau.edu/data/archive/harvardbarn2/ROI/harvardbarn2_DB_1000_roistats.csv","https://phenocam.nau.edu/data/archive/harvardbarn2/ROI/harvardbarn2_DB_1000_1day.csv","https://phenocam.nau.edu/data/archive/harvardbarn2/ROI/harvardbarn2_DB_1000_3day.csv",NA
"harvardbarn2_DB_2000","harvardbarn2",42.53532,-72.1899,"DB",TRUE,TRUE,TRUE,2000,"canopy level DB forest after camera reconfig","2020-07-21","2022-12-01","2.3","1.0","https://phenocam.nau.edu/webcam/roi/harvardbarn2/DB_2000/","https://phenocam.nau.edu/data/archive/harvardbarn2/ROI/harvardbarn2_DB_2000_roistats.csv","https://phenocam.nau.edu/data/archive/harvardbarn2/ROI/harvardbarn2_DB_2000_1day.csv","https://phenocam.nau.edu/data/archive/harvardbarn2/ROI/harvardbarn2_DB_2000_3day.csv",NA
"harvardbarn2_EN_1000","harvardbarn2",42.53532,-72.1899,"EN",FALSE,TRUE,TRUE,1000,"Patch of EN veg type in DB canopy.","2012-03-23","2020-07-15","8.3","0.0","https://phenocam.nau.edu/webcam/roi/harvardbarn2/EN_1000/","https://phenocam.nau.edu/data/archive/harvardbarn2/ROI/harvardbarn2_EN_1000_roistats.csv","https://phenocam.nau.edu/data/archive/harvardbarn2/ROI/harvardbarn2_EN_1000_1day.csv","https://phenocam.nau.edu/data/archive/harvardbarn2/ROI/harvardbarn2_EN_1000_3day.csv",NA
"harvardbarn2_EN_2000","harvardbarn2",42.53532,-72.1899,"EN",TRUE,TRUE,TRUE,2000,"Patch of EN veg type in DB canopy - after camera reconfig","2020-07-21","2022-12-01","2.3","1.0","https://phenocam.nau.edu/webcam/roi/harvardbarn2/EN_2000/","https://phenocam.nau.edu/data/archive/harvardbarn2/ROI/harvardbarn2_EN_2000_roistats.csv","https://phenocam.nau.edu/data/archive/harvardbarn2/ROI/harvardbarn2_EN_2000_1day.csv","https://phenocam.nau.edu/data/archive/harvardbarn2/ROI/harvardbarn2_EN_2000_3day.csv",NA
"harvardems2_DB_1000","harvardems2",42.5378,-72.1715,"DB",TRUE,TRUE,TRUE,1000,"Deciduous trees in lower left of image.","2021-05-05","2022-12-01","1.5","5.0","https://phenocam.nau.edu/webcam/roi/harvardems2/DB_1000/","https://phenocam.nau.edu/data/archive/harvardems2/ROI/harvardems2_DB_1000_roistats.csv","https://phenocam.nau.edu/data/archive/harvardems2/ROI/harvardems2_DB_1000_1day.csv","https://phenocam.nau.edu/data/archive/harvardems2/ROI/harvardems2_DB_1000_3day.csv",NA
"harvardfarmnorth_AG_1000","harvardfarmnorth",42.520465,-72.182242,"AG",TRUE,TRUE,TRUE,1000,"full FOV farm","2015-11-07","2022-12-01","7.0","1.0","https://phenocam.nau.edu/webcam/roi/harvardfarmnorth/AG_1000/","https://phenocam.nau.edu/data/archive/harvardfarmnorth/ROI/harvardfarmnorth_AG_1000_roistats.csv","https://phenocam.nau.edu/data/archive/harvardfarmnorth/ROI/harvardfarmnorth_AG_1000_1day.csv","https://phenocam.nau.edu/data/archive/harvardfarmnorth/ROI/harvardfarmnorth_AG_1000_3day.csv",NA
"harvardfarmsouth_AG_1000","harvardfarmsouth",42.522466,-72.182339,"AG",TRUE,TRUE,TRUE,1000,"AG land in mid left","2015-11-07","2022-12-01","7.1","0.0","https://phenocam.nau.edu/webcam/roi/harvardfarmsouth/AG_1000/","https://phenocam.nau.edu/data/archive/harvardfarmsouth/ROI/harvardfarmsouth_AG_1000_roistats.csv","https://phenocam.nau.edu/data/archive/harvardfarmsouth/ROI/harvardfarmsouth_AG_1000_1day.csv","https://phenocam.nau.edu/data/archive/harvardfarmsouth/ROI/harvardfarmsouth_AG_1000_3day.csv",NA
"harvardfarmsouth_DB_1000","harvardfarmsouth",42.522466,-72.182339,"DB",TRUE,TRUE,TRUE,1000,"midground DB trees","2015-11-10","2022-12-01","6.9","2.0","https://phenocam.nau.edu/webcam/roi/harvardfarmsouth/DB_1000/","https://phenocam.nau.edu/data/archive/harvardfarmsouth/ROI/harvardfarmsouth_DB_1000_roistats.csv","https://phenocam.nau.edu/data/archive/harvardfarmsouth/ROI/harvardfarmsouth_DB_1000_1day.csv","https://phenocam.nau.edu/data/archive/harvardfarmsouth/ROI/harvardfarmsouth_DB_1000_3day.csv",NA
"harvardgarden_AG_1000","harvardgarden",42.5291,-72.1863,"AG",TRUE,TRUE,TRUE,1000,"agriculture plots","2016-06-12","2020-11-18","4.4","1.0","https://phenocam.nau.edu/webcam/roi/harvardgarden/AG_1000/","https://phenocam.nau.edu/data/archive/harvardgarden/ROI/harvardgarden_AG_1000_roistats.csv","https://phenocam.nau.edu/data/archive/harvardgarden/ROI/harvardgarden_AG_1000_1day.csv","https://phenocam.nau.edu/data/archive/harvardgarden/ROI/harvardgarden_AG_1000_3day.csv",NA
"harvardhemlock_DB_1000","harvardhemlock",42.539,-72.18,"DB",TRUE,TRUE,TRUE,1000,"DB forest on the hill","2010-06-07","2020-04-01","9.5","3.0","https://phenocam.nau.edu/webcam/roi/harvardhemlock/DB_1000/","https://phenocam.nau.edu/data/archive/harvardhemlock/ROI/harvardhemlock_DB_1000_roistats.csv","https://phenocam.nau.edu/data/archive/harvardhemlock/ROI/harvardhemlock_DB_1000_1day.csv","https://phenocam.nau.edu/data/archive/harvardhemlock/ROI/harvardhemlock_DB_1000_3day.csv",NA
"harvardhemlock_DB_2000","harvardhemlock",42.539,-72.18,"DB",TRUE,TRUE,TRUE,2000,"Small section of the canopy has DB vegetation in the background.","2020-04-04","2022-12-01","2.7","0.0","https://phenocam.nau.edu/webcam/roi/harvardhemlock/DB_2000/","https://phenocam.nau.edu/data/archive/harvardhemlock/ROI/harvardhemlock_DB_2000_roistats.csv","https://phenocam.nau.edu/data/archive/harvardhemlock/ROI/harvardhemlock_DB_2000_1day.csv","https://phenocam.nau.edu/data/archive/harvardhemlock/ROI/harvardhemlock_DB_2000_3day.csv",NA
"harvardhemlock_EN_1000","harvardhemlock",42.539,-72.18,"EN",FALSE,TRUE,TRUE,1000,"Mixed forest, EN and DB.","2010-06-07","2012-09-16","2.3","0.0","https://phenocam.nau.edu/webcam/roi/harvardhemlock/EN_1000/","https://phenocam.nau.edu/data/archive/harvardhemlock/ROI/harvardhemlock_EN_1000_roistats.csv","https://phenocam.nau.edu/data/archive/harvardhemlock/ROI/harvardhemlock_EN_1000_1day.csv","https://phenocam.nau.edu/data/archive/harvardhemlock/ROI/harvardhemlock_EN_1000_3day.csv",NA
"harvardhemlock_EN_2000","harvardhemlock",42.539,-72.18,"EN",TRUE,TRUE,TRUE,2000,"EN veg type, canopy view.","2012-08-08","2020-04-01","7.3","4.0","https://phenocam.nau.edu/webcam/roi/harvardhemlock/EN_2000/","https://phenocam.nau.edu/data/archive/harvardhemlock/ROI/harvardhemlock_EN_2000_roistats.csv","https://phenocam.nau.edu/data/archive/harvardhemlock/ROI/harvardhemlock_EN_2000_1day.csv","https://phenocam.nau.edu/data/archive/harvardhemlock/ROI/harvardhemlock_EN_2000_3day.csv",NA
"harvardhemlock_EN_3000","harvardhemlock",42.539,-72.18,"EN",TRUE,TRUE,TRUE,3000,"EN veg type, canopy view.","2020-04-04","2022-12-01","2.7","0.0","https://phenocam.nau.edu/webcam/roi/harvardhemlock/EN_3000/","https://phenocam.nau.edu/data/archive/harvardhemlock/ROI/harvardhemlock_EN_3000_roistats.csv","https://phenocam.nau.edu/data/archive/harvardhemlock/ROI/harvardhemlock_EN_3000_1day.csv","https://phenocam.nau.edu/data/archive/harvardhemlock/ROI/harvardhemlock_EN_3000_3day.csv",NA
"harvardhemlock2_EN_1000","harvardhemlock2",42.539407,-72.177976,"EN",TRUE,TRUE,TRUE,1000,"EN forest. Canopy level.","2015-09-05","2022-12-01","7.2","0.0","https://phenocam.nau.edu/webcam/roi/harvardhemlock2/EN_1000/","https://phenocam.nau.edu/data/archive/harvardhemlock2/ROI/harvardhemlock2_EN_1000_roistats.csv","https://phenocam.nau.edu/data/archive/harvardhemlock2/ROI/harvardhemlock2_EN_1000_1day.csv","https://phenocam.nau.edu/data/archive/harvardhemlock2/ROI/harvardhemlock2_EN_1000_3day.csv",NA
"harvardlph_DB_1000","harvardlph",42.542,-72.185,"DB",FALSE,TRUE,TRUE,1000,"DB forest in FOV","2010-06-16","2011-04-29","0.9","0.0","https://phenocam.nau.edu/webcam/roi/harvardlph/DB_1000/","https://phenocam.nau.edu/data/archive/harvardlph/ROI/harvardlph_DB_1000_roistats.csv","https://phenocam.nau.edu/data/archive/harvardlph/ROI/harvardlph_DB_1000_1day.csv","https://phenocam.nau.edu/data/archive/harvardlph/ROI/harvardlph_DB_1000_3day.csv",NA
"harvardlph_DB_2000","harvardlph",42.542,-72.185,"DB",FALSE,TRUE,TRUE,2000,"DB forest in FOV","2011-07-01","2015-03-12","3.6","3.0","https://phenocam.nau.edu/webcam/roi/harvardlph/DB_2000/","https://phenocam.nau.edu/data/archive/harvardlph/ROI/harvardlph_DB_2000_roistats.csv","https://phenocam.nau.edu/data/archive/harvardlph/ROI/harvardlph_DB_2000_1day.csv","https://phenocam.nau.edu/data/archive/harvardlph/ROI/harvardlph_DB_2000_3day.csv",NA
"harvardlph_DB_3000","harvardlph",42.542,-72.185,"DB",TRUE,TRUE,TRUE,3000,"DB forest in FOV, new shifts","2015-03-12","2021-07-19","6.2","2.0","https://phenocam.nau.edu/webcam/roi/harvardlph/DB_3000/","https://phenocam.nau.edu/data/archive/harvardlph/ROI/harvardlph_DB_3000_roistats.csv","https://phenocam.nau.edu/data/archive/harvardlph/ROI/harvardlph_DB_3000_1day.csv","https://phenocam.nau.edu/data/archive/harvardlph/ROI/harvardlph_DB_3000_3day.csv",NA
"hawbeckereddy_AG_1000","hawbeckereddy",40.6608,-77.848849,"AG",FALSE,TRUE,TRUE,1000,"AG field","2015-09-23","2019-05-14","3.4","6.0","https://phenocam.nau.edu/webcam/roi/hawbeckereddy/AG_1000/","https://phenocam.nau.edu/data/archive/hawbeckereddy/ROI/hawbeckereddy_AG_1000_roistats.csv","https://phenocam.nau.edu/data/archive/hawbeckereddy/ROI/hawbeckereddy_AG_1000_1day.csv","https://phenocam.nau.edu/data/archive/hawbeckereddy/ROI/hawbeckereddy_AG_1000_3day.csv",NA
"hawbeckereddy_DB_1000","hawbeckereddy",40.6608,-77.848849,"DB",FALSE,TRUE,TRUE,1000,"Deciduous trees in row behind agricultural field.","2015-09-23","2018-04-23","2.5","3.0","https://phenocam.nau.edu/webcam/roi/hawbeckereddy/DB_1000/","https://phenocam.nau.edu/data/archive/hawbeckereddy/ROI/hawbeckereddy_DB_1000_roistats.csv","https://phenocam.nau.edu/data/archive/hawbeckereddy/ROI/hawbeckereddy_DB_1000_1day.csv","https://phenocam.nau.edu/data/archive/hawbeckereddy/ROI/hawbeckereddy_DB_1000_3day.csv",NA
"heydenhof_AG_1000","heydenhof",53.8682,13.2686,"AG",TRUE,TRUE,TRUE,1000,"AG field in center of image","2021-05-17","2022-12-01","1.6","0.0","https://phenocam.nau.edu/webcam/roi/heydenhof/AG_1000/","https://phenocam.nau.edu/data/archive/heydenhof/ROI/heydenhof_AG_1000_roistats.csv","https://phenocam.nau.edu/data/archive/heydenhof/ROI/heydenhof_AG_1000_1day.csv","https://phenocam.nau.edu/data/archive/heydenhof/ROI/heydenhof_AG_1000_3day.csv",NA
"hobcawclearcutlongleaf_GR_1000","hobcawclearcutlongleaf",33.3486,-79.232,"GR",TRUE,TRUE,TRUE,1000,"Clear cut field. FOV on grass.","2019-02-25","2022-12-01","3.8","0.0","https://phenocam.nau.edu/webcam/roi/hobcawclearcutlongleaf/GR_1000/","https://phenocam.nau.edu/data/archive/hobcawclearcutlongleaf/ROI/hobcawclearcutlongleaf_GR_1000_roistats.csv","https://phenocam.nau.edu/data/archive/hobcawclearcutlongleaf/ROI/hobcawclearcutlongleaf_GR_1000_1day.csv","https://phenocam.nau.edu/data/archive/hobcawclearcutlongleaf/ROI/hobcawclearcutlongleaf_GR_1000_3day.csv",NA
"hobcawmaturelongleaf_EN_1000","hobcawmaturelongleaf",33.3242,-79.2439,"EN",TRUE,TRUE,TRUE,1000,"evergreen canopy","2018-12-28","2022-12-01","3.9","1.0","https://phenocam.nau.edu/webcam/roi/hobcawmaturelongleaf/EN_1000/","https://phenocam.nau.edu/data/archive/hobcawmaturelongleaf/ROI/hobcawmaturelongleaf_EN_1000_roistats.csv","https://phenocam.nau.edu/data/archive/hobcawmaturelongleaf/ROI/hobcawmaturelongleaf_EN_1000_1day.csv","https://phenocam.nau.edu/data/archive/hobcawmaturelongleaf/ROI/hobcawmaturelongleaf_EN_1000_3day.csv",NA
"homesteadsprings_DB_1000","homesteadsprings",37.2009,-92.9937,"DB",TRUE,TRUE,TRUE,1000,"DB veg type in FOV.","2019-03-12","2022-11-28","3.3","10.0","https://phenocam.nau.edu/webcam/roi/homesteadsprings/DB_1000/","https://phenocam.nau.edu/data/archive/homesteadsprings/ROI/homesteadsprings_DB_1000_roistats.csv","https://phenocam.nau.edu/data/archive/homesteadsprings/ROI/homesteadsprings_DB_1000_1day.csv","https://phenocam.nau.edu/data/archive/homesteadsprings/ROI/homesteadsprings_DB_1000_3day.csv",NA
"honouliuli_EB_1000","honouliuli",21.37,-158.15,"EB",TRUE,TRUE,TRUE,1000,"background forests on the hill","2017-09-29","2022-12-01","5.1","1.0","https://phenocam.nau.edu/webcam/roi/honouliuli/EB_1000/","https://phenocam.nau.edu/data/archive/honouliuli/ROI/honouliuli_EB_1000_roistats.csv","https://phenocam.nau.edu/data/archive/honouliuli/ROI/honouliuli_EB_1000_1day.csv","https://phenocam.nau.edu/data/archive/honouliuli/ROI/honouliuli_EB_1000_3day.csv",NA
"howland1_EN_1000","howland1",45.2041,-68.7403,"EN",FALSE,TRUE,TRUE,1000,"EN veg type. Canopy view.","2007-01-02","2008-03-23","1.2","4.0","https://phenocam.nau.edu/webcam/roi/howland1/EN_1000/","https://phenocam.nau.edu/data/archive/howland1/ROI/howland1_EN_1000_roistats.csv","https://phenocam.nau.edu/data/archive/howland1/ROI/howland1_EN_1000_1day.csv","https://phenocam.nau.edu/data/archive/howland1/ROI/howland1_EN_1000_3day.csv",NA
"howland1_EN_2000","howland1",45.2041,-68.7403,"EN",FALSE,TRUE,TRUE,2000,"EN veg type. Canopy view.","2008-04-28","2010-02-16","1.8","3.0","https://phenocam.nau.edu/webcam/roi/howland1/EN_2000/","https://phenocam.nau.edu/data/archive/howland1/ROI/howland1_EN_2000_roistats.csv","https://phenocam.nau.edu/data/archive/howland1/ROI/howland1_EN_2000_1day.csv","https://phenocam.nau.edu/data/archive/howland1/ROI/howland1_EN_2000_3day.csv",NA
"howland1_EN_3000","howland1",45.2041,-68.7403,"EN",TRUE,TRUE,TRUE,3000,"EN veg type, canopy view.","2010-03-27","2022-12-01","12.3","3.0","https://phenocam.nau.edu/webcam/roi/howland1/EN_3000/","https://phenocam.nau.edu/data/archive/howland1/ROI/howland1_EN_3000_roistats.csv","https://phenocam.nau.edu/data/archive/howland1/ROI/howland1_EN_3000_1day.csv","https://phenocam.nau.edu/data/archive/howland1/ROI/howland1_EN_3000_3day.csv",NA
"howland2_DB_1000","howland2",45.2128,-68.7418,"DB",FALSE,TRUE,TRUE,1000,"Deciduous tree in center foreground","2010-04-23","2014-01-23","3.4","9.0","https://phenocam.nau.edu/webcam/roi/howland2/DB_1000/","https://phenocam.nau.edu/data/archive/howland2/ROI/howland2_DB_1000_roistats.csv","https://phenocam.nau.edu/data/archive/howland2/ROI/howland2_DB_1000_1day.csv","https://phenocam.nau.edu/data/archive/howland2/ROI/howland2_DB_1000_3day.csv",NA
"howland2_DB_2000","howland2",45.2128,-68.7418,"DB",TRUE,TRUE,TRUE,2000,"Deciduous tree in center foreground","2014-03-21","2022-01-08","6.5","16.0","https://phenocam.nau.edu/webcam/roi/howland2/DB_2000/","https://phenocam.nau.edu/data/archive/howland2/ROI/howland2_DB_2000_roistats.csv","https://phenocam.nau.edu/data/archive/howland2/ROI/howland2_DB_2000_1day.csv","https://phenocam.nau.edu/data/archive/howland2/ROI/howland2_DB_2000_3day.csv",NA
"hubbardbrook_DB_1000","hubbardbrook",43.9438,-71.701,"DB",FALSE,TRUE,TRUE,1000,"canopy level DB","2009-01-20","2010-05-23","1.2","7.0","https://phenocam.nau.edu/webcam/roi/hubbardbrook/DB_1000/","https://phenocam.nau.edu/data/archive/hubbardbrook/ROI/hubbardbrook_DB_1000_roistats.csv","https://phenocam.nau.edu/data/archive/hubbardbrook/ROI/hubbardbrook_DB_1000_1day.csv","https://phenocam.nau.edu/data/archive/hubbardbrook/ROI/hubbardbrook_DB_1000_3day.csv",NA
"hubbardbrook_DB_2000","hubbardbrook",43.9438,-71.701,"DB",FALSE,TRUE,TRUE,2000,"Deciduous trees in foreground left","2011-04-02","2017-04-02","6.0","0.0","https://phenocam.nau.edu/webcam/roi/hubbardbrook/DB_2000/","https://phenocam.nau.edu/data/archive/hubbardbrook/ROI/hubbardbrook_DB_2000_roistats.csv","https://phenocam.nau.edu/data/archive/hubbardbrook/ROI/hubbardbrook_DB_2000_1day.csv","https://phenocam.nau.edu/data/archive/hubbardbrook/ROI/hubbardbrook_DB_2000_3day.csv",NA
"hubbardbrook_DB_2001","hubbardbrook",43.9438,-71.701,"DB",TRUE,TRUE,TRUE,2001,"New mask for upper tree canopy (no beech).","2011-04-11","2022-12-01","10.6","8.0","https://phenocam.nau.edu/webcam/roi/hubbardbrook/DB_2001/","https://phenocam.nau.edu/data/archive/hubbardbrook/ROI/hubbardbrook_DB_2001_roistats.csv","https://phenocam.nau.edu/data/archive/hubbardbrook/ROI/hubbardbrook_DB_2001_1day.csv","https://phenocam.nau.edu/data/archive/hubbardbrook/ROI/hubbardbrook_DB_2001_3day.csv",NA
"hubbardbrook_DB_3000","hubbardbrook",43.9438,-71.701,"DB",TRUE,TRUE,TRUE,3000,"Deciduous trees in foreground left, new camera","2017-09-08","2022-12-01","4.7","11.0","https://phenocam.nau.edu/webcam/roi/hubbardbrook/DB_3000/","https://phenocam.nau.edu/data/archive/hubbardbrook/ROI/hubbardbrook_DB_3000_roistats.csv","https://phenocam.nau.edu/data/archive/hubbardbrook/ROI/hubbardbrook_DB_3000_1day.csv","https://phenocam.nau.edu/data/archive/hubbardbrook/ROI/hubbardbrook_DB_3000_3day.csv",NA
"humnokericea_AG_1000","humnokericea",34.585192,-91.751684,"AG",TRUE,TRUE,TRUE,1000,"entire filed","2015-06-25","2022-12-01","6.1","18.0","https://phenocam.nau.edu/webcam/roi/humnokericea/AG_1000/","https://phenocam.nau.edu/data/archive/humnokericea/ROI/humnokericea_AG_1000_roistats.csv","https://phenocam.nau.edu/data/archive/humnokericea/ROI/humnokericea_AG_1000_1day.csv","https://phenocam.nau.edu/data/archive/humnokericea/ROI/humnokericea_AG_1000_3day.csv",NA
"humnokericec_AG_1000","humnokericec",34.588853,-91.7516729,"AG",TRUE,TRUE,TRUE,1000,"lower part of the FOV (many FOV shifts, using only the overlapping area)","2015-06-25","2022-12-01","6.8","8.0","https://phenocam.nau.edu/webcam/roi/humnokericec/AG_1000/","https://phenocam.nau.edu/data/archive/humnokericec/ROI/humnokericec_AG_1000_roistats.csv","https://phenocam.nau.edu/data/archive/humnokericec/ROI/humnokericec_AG_1000_1day.csv","https://phenocam.nau.edu/data/archive/humnokericec/ROI/humnokericec_AG_1000_3day.csv",NA
"huyckpreserveny_DB_1000","huyckpreserveny",42.5266,-74.1587,"DB",TRUE,TRUE,TRUE,1000,"Birch on right of FOV.","2015-04-05","2022-09-23","7.4","1.0","https://phenocam.nau.edu/webcam/roi/huyckpreserveny/DB_1000/","https://phenocam.nau.edu/data/archive/huyckpreserveny/ROI/huyckpreserveny_DB_1000_roistats.csv","https://phenocam.nau.edu/data/archive/huyckpreserveny/ROI/huyckpreserveny_DB_1000_1day.csv","https://phenocam.nau.edu/data/archive/huyckpreserveny/ROI/huyckpreserveny_DB_1000_3day.csv",NA
"huyckpreserveny_EN_1000","huyckpreserveny",42.5266,-74.1587,"EN",TRUE,TRUE,TRUE,1000,"EN veg type. Canopy view.","2015-04-05","2022-12-01","7.5","2.0","https://phenocam.nau.edu/webcam/roi/huyckpreserveny/EN_1000/","https://phenocam.nau.edu/data/archive/huyckpreserveny/ROI/huyckpreserveny_EN_1000_roistats.csv","https://phenocam.nau.edu/data/archive/huyckpreserveny/ROI/huyckpreserveny_EN_1000_1day.csv","https://phenocam.nau.edu/data/archive/huyckpreserveny/ROI/huyckpreserveny_EN_1000_3day.csv",NA
"hwmo1_DB_1000","hwmo1",20.0212,-155.7331,"DB",TRUE,TRUE,TRUE,1000,"Mixed forest canopy","2019-06-16","2022-12-01","3.5","0.0","https://phenocam.nau.edu/webcam/roi/hwmo1/DB_1000/","https://phenocam.nau.edu/data/archive/hwmo1/ROI/hwmo1_DB_1000_roistats.csv","https://phenocam.nau.edu/data/archive/hwmo1/ROI/hwmo1_DB_1000_1day.csv","https://phenocam.nau.edu/data/archive/hwmo1/ROI/hwmo1_DB_1000_3day.csv",NA
"hwmo1_GR_1000","hwmo1",20.0212,-155.7331,"GR",TRUE,TRUE,TRUE,1000,"Pennisetum cetaseum","2019-06-16","2022-12-01","3.5","0.0","https://phenocam.nau.edu/webcam/roi/hwmo1/GR_1000/","https://phenocam.nau.edu/data/archive/hwmo1/ROI/hwmo1_GR_1000_roistats.csv","https://phenocam.nau.edu/data/archive/hwmo1/ROI/hwmo1_GR_1000_1day.csv","https://phenocam.nau.edu/data/archive/hwmo1/ROI/hwmo1_GR_1000_3day.csv",NA
"hwmo2_DB_1000","hwmo2",19.9766,-155.8298,"DB",TRUE,TRUE,TRUE,1000,"Prosopis pallida","2019-06-16","2022-12-01","3.4","2.0","https://phenocam.nau.edu/webcam/roi/hwmo2/DB_1000/","https://phenocam.nau.edu/data/archive/hwmo2/ROI/hwmo2_DB_1000_roistats.csv","https://phenocam.nau.edu/data/archive/hwmo2/ROI/hwmo2_DB_1000_1day.csv","https://phenocam.nau.edu/data/archive/hwmo2/ROI/hwmo2_DB_1000_3day.csv",NA
"hwmo2_DB_2000","hwmo2",19.9766,-155.8298,"DB",TRUE,TRUE,TRUE,2000,"Prosopis pallida after camera change and refocus","2019-12-13","2022-12-01","3.0","0.0","https://phenocam.nau.edu/webcam/roi/hwmo2/DB_2000/","https://phenocam.nau.edu/data/archive/hwmo2/ROI/hwmo2_DB_2000_roistats.csv","https://phenocam.nau.edu/data/archive/hwmo2/ROI/hwmo2_DB_2000_1day.csv","https://phenocam.nau.edu/data/archive/hwmo2/ROI/hwmo2_DB_2000_3day.csv",NA
"hwmo2_GR_1000","hwmo2",19.9766,-155.8298,"GR",TRUE,TRUE,TRUE,1000,"Pennisetum cillare","2019-06-16","2022-12-01","3.4","2.0","https://phenocam.nau.edu/webcam/roi/hwmo2/GR_1000/","https://phenocam.nau.edu/data/archive/hwmo2/ROI/hwmo2_GR_1000_roistats.csv","https://phenocam.nau.edu/data/archive/hwmo2/ROI/hwmo2_GR_1000_1day.csv","https://phenocam.nau.edu/data/archive/hwmo2/ROI/hwmo2_GR_1000_3day.csv",NA
"hwmo2_GR_2000","hwmo2",19.9766,-155.8298,"GR",TRUE,TRUE,TRUE,2000,"Pennisetum collard after camera replacement and refocus","2019-12-13","2022-12-01","3.0","0.0","https://phenocam.nau.edu/webcam/roi/hwmo2/GR_2000/","https://phenocam.nau.edu/data/archive/hwmo2/ROI/hwmo2_GR_2000_roistats.csv","https://phenocam.nau.edu/data/archive/hwmo2/ROI/hwmo2_GR_2000_1day.csv","https://phenocam.nau.edu/data/archive/hwmo2/ROI/hwmo2_GR_2000_3day.csv",NA
