"roi_name","site","lat","lon","roitype","active","show_link","show_data_link","sequence_number","description","first_date","last_date","site_years","missing_data_pct","roi_page","roi_stats_file","one_day_summary","three_day_summary","data_release"
"queens_DB_2000","queens",44.565,-76.324,"DB",TRUE,TRUE,TRUE,2000,"Deciduous trees in foreground center","2014-05-08","2022-12-01","7.6","11.0","https://phenocam.nau.edu/webcam/roi/queens/DB_2000/","https://phenocam.nau.edu/data/archive/queens/ROI/queens_DB_2000_roistats.csv","https://phenocam.nau.edu/data/archive/queens/ROI/queens_DB_2000_1day.csv","https://phenocam.nau.edu/data/archive/queens/ROI/queens_DB_2000_3day.csv",NA
"quickbird_SH_1000","quickbird",41.928871,-109.30387,"SH",FALSE,TRUE,TRUE,1000,"shrublands in foreground","2014-05-26","2015-12-16","1.4","9.0","https://phenocam.nau.edu/webcam/roi/quickbird/SH_1000/","https://phenocam.nau.edu/data/archive/quickbird/ROI/quickbird_SH_1000_roistats.csv","https://phenocam.nau.edu/data/archive/quickbird/ROI/quickbird_SH_1000_1day.csv","https://phenocam.nau.edu/data/archive/quickbird/ROI/quickbird_SH_1000_3day.csv",NA
"readingma_DB_1000","readingma",42.5304,-71.1272,"DB",TRUE,TRUE,TRUE,1000,"Deciduous trees in background center left","2012-03-05","2020-06-03","8.2","1.0","https://phenocam.nau.edu/webcam/roi/readingma/DB_1000/","https://phenocam.nau.edu/data/archive/readingma/ROI/readingma_DB_1000_roistats.csv","https://phenocam.nau.edu/data/archive/readingma/ROI/readingma_DB_1000_1day.csv","https://phenocam.nau.edu/data/archive/readingma/ROI/readingma_DB_1000_3day.csv",NA
"riverton_GR_1000","riverton",42.9886,-108.4001,"GR",TRUE,TRUE,TRUE,1000,"grass in foreground","2020-11-18","2022-10-14","1.9","1.0","https://phenocam.nau.edu/webcam/roi/riverton/GR_1000/","https://phenocam.nau.edu/data/archive/riverton/ROI/riverton_GR_1000_roistats.csv","https://phenocam.nau.edu/data/archive/riverton/ROI/riverton_GR_1000_1day.csv","https://phenocam.nau.edu/data/archive/riverton/ROI/riverton_GR_1000_3day.csv",NA
"robinson_DB_1000","robinson",37.4671,-83.1576,"DB",TRUE,TRUE,TRUE,1000,"forground DB trees","2017-04-08","2022-12-01","5.1","9.0","https://phenocam.nau.edu/webcam/roi/robinson/DB_1000/","https://phenocam.nau.edu/data/archive/robinson/ROI/robinson_DB_1000_roistats.csv","https://phenocam.nau.edu/data/archive/robinson/ROI/robinson_DB_1000_1day.csv","https://phenocam.nau.edu/data/archive/robinson/ROI/robinson_DB_1000_3day.csv",NA
"robinson2_DB_1000","robinson2",37.4671,-83.1576,"DB",TRUE,TRUE,TRUE,1000,"deciduous forest in foreground","2017-04-08","2022-12-01","5.4","5.0","https://phenocam.nau.edu/webcam/roi/robinson2/DB_1000/","https://phenocam.nau.edu/data/archive/robinson2/ROI/robinson2_DB_1000_roistats.csv","https://phenocam.nau.edu/data/archive/robinson2/ROI/robinson2_DB_1000_1day.csv","https://phenocam.nau.edu/data/archive/robinson2/ROI/robinson2_DB_1000_3day.csv",NA
"rosalia_EN_1000","rosalia",47.7027,16.3015,"EN",TRUE,TRUE,TRUE,1000,"foreground evergreen trees","2019-07-04","2022-12-01","3.4","0.0","https://phenocam.nau.edu/webcam/roi/rosalia/EN_1000/","https://phenocam.nau.edu/data/archive/rosalia/ROI/rosalia_EN_1000_roistats.csv","https://phenocam.nau.edu/data/archive/rosalia/ROI/rosalia_EN_1000_1day.csv","https://phenocam.nau.edu/data/archive/rosalia/ROI/rosalia_EN_1000_3day.csv",NA
"rosemountc6_AG_1000","rosemountc6",44.7288,-93.0888,"AG",FALSE,TRUE,TRUE,1000,"AG veg type in foreground of FOV.","2015-10-29","2017-01-02","1.2","0.0","https://phenocam.nau.edu/webcam/roi/rosemountc6/AG_1000/","https://phenocam.nau.edu/data/archive/rosemountc6/ROI/rosemountc6_AG_1000_roistats.csv","https://phenocam.nau.edu/data/archive/rosemountc6/ROI/rosemountc6_AG_1000_1day.csv","https://phenocam.nau.edu/data/archive/rosemountc6/ROI/rosemountc6_AG_1000_3day.csv",NA
"rosemountcons_AG_1000","rosemountcons",44.6946,-93.0578,"AG",TRUE,TRUE,TRUE,1000,"AG field avoiding instrumentation","2017-05-02","2020-12-15","3.6","0.0","https://phenocam.nau.edu/webcam/roi/rosemountcons/AG_1000/","https://phenocam.nau.edu/data/archive/rosemountcons/ROI/rosemountcons_AG_1000_roistats.csv","https://phenocam.nau.edu/data/archive/rosemountcons/ROI/rosemountcons_AG_1000_1day.csv","https://phenocam.nau.edu/data/archive/rosemountcons/ROI/rosemountcons_AG_1000_3day.csv",NA
"rosemountcons_AG_2000","rosemountcons",44.6946,-93.0578,"AG",TRUE,TRUE,TRUE,2000,"AG field avoiding instrumentation","2021-01-29","2022-12-01","1.5","16.0","https://phenocam.nau.edu/webcam/roi/rosemountcons/AG_2000/","https://phenocam.nau.edu/data/archive/rosemountcons/ROI/rosemountcons_AG_2000_roistats.csv","https://phenocam.nau.edu/data/archive/rosemountcons/ROI/rosemountcons_AG_2000_1day.csv","https://phenocam.nau.edu/data/archive/rosemountcons/ROI/rosemountcons_AG_2000_3day.csv",NA
"rosemountconv_AG_1000","rosemountconv",44.691,-93.0576,"AG",TRUE,TRUE,TRUE,1000,"AG field avoiding instruments.","2017-05-17","2020-12-21","3.6","1.0","https://phenocam.nau.edu/webcam/roi/rosemountconv/AG_1000/","https://phenocam.nau.edu/data/archive/rosemountconv/ROI/rosemountconv_AG_1000_roistats.csv","https://phenocam.nau.edu/data/archive/rosemountconv/ROI/rosemountconv_AG_1000_1day.csv","https://phenocam.nau.edu/data/archive/rosemountconv/ROI/rosemountconv_AG_1000_3day.csv",NA
"rosemountconv_AG_2000","rosemountconv",44.691,-93.0576,"AG",TRUE,TRUE,TRUE,2000,"AG field avoiding instruments","2021-01-29","2022-12-01","1.8","0.0","https://phenocam.nau.edu/webcam/roi/rosemountconv/AG_2000/","https://phenocam.nau.edu/data/archive/rosemountconv/ROI/rosemountconv_AG_2000_roistats.csv","https://phenocam.nau.edu/data/archive/rosemountconv/ROI/rosemountconv_AG_2000_1day.csv","https://phenocam.nau.edu/data/archive/rosemountconv/ROI/rosemountconv_AG_2000_3day.csv",NA
"rosemountg21_AG_1000","rosemountg21",44.7143,-93.0898,"AG",FALSE,TRUE,TRUE,1000,"AG veg type in fore ground.","2015-10-29","2017-01-02","1.2","0.0","https://phenocam.nau.edu/webcam/roi/rosemountg21/AG_1000/","https://phenocam.nau.edu/data/archive/rosemountg21/ROI/rosemountg21_AG_1000_roistats.csv","https://phenocam.nau.edu/data/archive/rosemountg21/ROI/rosemountg21_AG_1000_1day.csv","https://phenocam.nau.edu/data/archive/rosemountg21/ROI/rosemountg21_AG_1000_3day.csv",NA
"rosemountnprs_AG_1000","rosemountnprs",44.6781,-93.0723,"AG",TRUE,TRUE,TRUE,1000,"AG veg type in fore ground.","2015-10-29","2022-12-01","7.0","2.0","https://phenocam.nau.edu/webcam/roi/rosemountnprs/AG_1000/","https://phenocam.nau.edu/data/archive/rosemountnprs/ROI/rosemountnprs_AG_1000_roistats.csv","https://phenocam.nau.edu/data/archive/rosemountnprs/ROI/rosemountnprs_AG_1000_1day.csv","https://phenocam.nau.edu/data/archive/rosemountnprs/ROI/rosemountnprs_AG_1000_3day.csv",NA
"russellsage_DB_1000","russellsage",32.456961,-91.974322,"DB",TRUE,TRUE,TRUE,1000,"Deciduous trees in foreground","2013-11-19","2022-12-01","6.6","27.0","https://phenocam.nau.edu/webcam/roi/russellsage/DB_1000/","https://phenocam.nau.edu/data/archive/russellsage/ROI/russellsage_DB_1000_roistats.csv","https://phenocam.nau.edu/data/archive/russellsage/ROI/russellsage_DB_1000_1day.csv","https://phenocam.nau.edu/data/archive/russellsage/ROI/russellsage_DB_1000_3day.csv",NA
"sabinar_EN_1000","sabinar",36.99555,-6.513228,"EN",TRUE,TRUE,TRUE,1000,"foreground right trees","2016-06-24","2022-12-01","5.7","12.0","https://phenocam.nau.edu/webcam/roi/sabinar/EN_1000/","https://phenocam.nau.edu/data/archive/sabinar/ROI/sabinar_EN_1000_roistats.csv","https://phenocam.nau.edu/data/archive/sabinar/ROI/sabinar_EN_1000_1day.csv","https://phenocam.nau.edu/data/archive/sabinar/ROI/sabinar_EN_1000_3day.csv",NA
"sagehen_EN_1000","sagehen",39.4315,-120.2398,"EN",TRUE,TRUE,TRUE,1000,"EN forest. Field of view above canopy.","2017-10-05","2022-12-01","5.2","0.0","https://phenocam.nau.edu/webcam/roi/sagehen/EN_1000/","https://phenocam.nau.edu/data/archive/sagehen/ROI/sagehen_EN_1000_roistats.csv","https://phenocam.nau.edu/data/archive/sagehen/ROI/sagehen_EN_1000_1day.csv","https://phenocam.nau.edu/data/archive/sagehen/ROI/sagehen_EN_1000_3day.csv",NA
"sagehen2_GR_1000","sagehen2",39.4307,-120.2407,"GR",TRUE,TRUE,TRUE,1000,"foreground grass","2017-10-14","2022-12-01","5.1","1.0","https://phenocam.nau.edu/webcam/roi/sagehen2/GR_1000/","https://phenocam.nau.edu/data/archive/sagehen2/ROI/sagehen2_GR_1000_roistats.csv","https://phenocam.nau.edu/data/archive/sagehen2/ROI/sagehen2_GR_1000_1day.csv","https://phenocam.nau.edu/data/archive/sagehen2/ROI/sagehen2_GR_1000_3day.csv",NA
"sagehen3_GR_1000","sagehen3",39.4311,-120.2405,"GR",TRUE,TRUE,TRUE,1000,"subcanopy grass area","2019-05-11","2022-12-01","3.6","0.0","https://phenocam.nau.edu/webcam/roi/sagehen3/GR_1000/","https://phenocam.nau.edu/data/archive/sagehen3/ROI/sagehen3_GR_1000_roistats.csv","https://phenocam.nau.edu/data/archive/sagehen3/ROI/sagehen3_GR_1000_1day.csv","https://phenocam.nau.edu/data/archive/sagehen3/ROI/sagehen3_GR_1000_3day.csv",NA
"sagehen3_GR_1001","sagehen3",39.4311,-120.2405,"GR",TRUE,TRUE,TRUE,1001,"grassy area in lower right","2019-05-11","2022-12-01","3.6","0.0","https://phenocam.nau.edu/webcam/roi/sagehen3/GR_1001/","https://phenocam.nau.edu/data/archive/sagehen3/ROI/sagehen3_GR_1001_roistats.csv","https://phenocam.nau.edu/data/archive/sagehen3/ROI/sagehen3_GR_1001_1day.csv","https://phenocam.nau.edu/data/archive/sagehen3/ROI/sagehen3_GR_1001_3day.csv",NA
"sanford_DB_1000","sanford",42.726777,-84.464482,"DB",TRUE,TRUE,TRUE,1000,"Deciduous trees in near background","2014-06-07","2022-12-01","8.5","0.0","https://phenocam.nau.edu/webcam/roi/sanford/DB_1000/","https://phenocam.nau.edu/data/archive/sanford/ROI/sanford_DB_1000_roistats.csv","https://phenocam.nau.edu/data/archive/sanford/ROI/sanford_DB_1000_1day.csv","https://phenocam.nau.edu/data/archive/sanford/ROI/sanford_DB_1000_3day.csv",NA
"santacruz1_EN_1000","santacruz1",36.9741,-122.0308,"EN",TRUE,TRUE,TRUE,1000,"Upper part of FOV.","2021-04-08","2022-12-01","1.6","4.0","https://phenocam.nau.edu/webcam/roi/santacruz1/EN_1000/","https://phenocam.nau.edu/data/archive/santacruz1/ROI/santacruz1_EN_1000_roistats.csv","https://phenocam.nau.edu/data/archive/santacruz1/ROI/santacruz1_EN_1000_1day.csv","https://phenocam.nau.edu/data/archive/santacruz1/ROI/santacruz1_EN_1000_3day.csv",NA
"santacruz2_EN_1000","santacruz2",36.9741,-122.0308,"EN",TRUE,TRUE,TRUE,1000,"Foreground trees","2021-04-08","2022-04-08","1.0","0.0","https://phenocam.nau.edu/webcam/roi/santacruz2/EN_1000/","https://phenocam.nau.edu/data/archive/santacruz2/ROI/santacruz2_EN_1000_roistats.csv","https://phenocam.nau.edu/data/archive/santacruz2/ROI/santacruz2_EN_1000_1day.csv","https://phenocam.nau.edu/data/archive/santacruz2/ROI/santacruz2_EN_1000_3day.csv",NA
"santaluciapreserve1_EN_1000","santaluciapreserve1",36.5265,-121.8682,"EN",TRUE,TRUE,TRUE,1000,"Mixed conifers in center right of FOV","2020-07-12","2022-12-01","1.6","34.0","https://phenocam.nau.edu/webcam/roi/santaluciapreserve1/EN_1000/","https://phenocam.nau.edu/data/archive/santaluciapreserve1/ROI/santaluciapreserve1_EN_1000_roistats.csv","https://phenocam.nau.edu/data/archive/santaluciapreserve1/ROI/santaluciapreserve1_EN_1000_1day.csv","https://phenocam.nau.edu/data/archive/santaluciapreserve1/ROI/santaluciapreserve1_EN_1000_3day.csv",NA
"segaarboretum10_GR_1000","segaarboretum10",35.16209,-111.73151,"GR",TRUE,TRUE,TRUE,1000,"Whole-plot ROI","2019-05-14","2022-12-01","3.4","4.0","https://phenocam.nau.edu/webcam/roi/segaarboretum10/GR_1000/","https://phenocam.nau.edu/data/archive/segaarboretum10/ROI/segaarboretum10_GR_1000_roistats.csv","https://phenocam.nau.edu/data/archive/segaarboretum10/ROI/segaarboretum10_GR_1000_1day.csv","https://phenocam.nau.edu/data/archive/segaarboretum10/ROI/segaarboretum10_GR_1000_3day.csv",NA
"segaarboretum2_GR_1000","segaarboretum2",35.16209,-111.73151,"GR",TRUE,TRUE,TRUE,1000,"Whole-plot ROI","2018-11-16","2022-12-01","3.9","3.0","https://phenocam.nau.edu/webcam/roi/segaarboretum2/GR_1000/","https://phenocam.nau.edu/data/archive/segaarboretum2/ROI/segaarboretum2_GR_1000_roistats.csv","https://phenocam.nau.edu/data/archive/segaarboretum2/ROI/segaarboretum2_GR_1000_1day.csv","https://phenocam.nau.edu/data/archive/segaarboretum2/ROI/segaarboretum2_GR_1000_3day.csv",NA
"segaarboretum3_GR_1000","segaarboretum3",35.16209,-111.73151,"GR",TRUE,TRUE,TRUE,1000,"Whole-plot ROI","2019-05-29","2022-12-01","3.4","4.0","https://phenocam.nau.edu/webcam/roi/segaarboretum3/GR_1000/","https://phenocam.nau.edu/data/archive/segaarboretum3/ROI/segaarboretum3_GR_1000_roistats.csv","https://phenocam.nau.edu/data/archive/segaarboretum3/ROI/segaarboretum3_GR_1000_1day.csv","https://phenocam.nau.edu/data/archive/segaarboretum3/ROI/segaarboretum3_GR_1000_3day.csv",NA
"segaarboretum4_GR_1000","segaarboretum4",35.16214,-111.73153,"GR",TRUE,TRUE,TRUE,1000,"Whole-plot ROI","2018-11-16","2022-12-01","3.9","3.0","https://phenocam.nau.edu/webcam/roi/segaarboretum4/GR_1000/","https://phenocam.nau.edu/data/archive/segaarboretum4/ROI/segaarboretum4_GR_1000_roistats.csv","https://phenocam.nau.edu/data/archive/segaarboretum4/ROI/segaarboretum4_GR_1000_1day.csv","https://phenocam.nau.edu/data/archive/segaarboretum4/ROI/segaarboretum4_GR_1000_3day.csv",NA
"segaarboretum6_GR_1000","segaarboretum6",35.16209,-111.73151,"GR",TRUE,TRUE,TRUE,1000,"Whole-plot ROI","2019-05-17","2022-12-01","3.4","4.0","https://phenocam.nau.edu/webcam/roi/segaarboretum6/GR_1000/","https://phenocam.nau.edu/data/archive/segaarboretum6/ROI/segaarboretum6_GR_1000_roistats.csv","https://phenocam.nau.edu/data/archive/segaarboretum6/ROI/segaarboretum6_GR_1000_1day.csv","https://phenocam.nau.edu/data/archive/segaarboretum6/ROI/segaarboretum6_GR_1000_3day.csv",NA
"segaarboretum9_GR_1000","segaarboretum9",35.16222,-111.73158,"GR",TRUE,TRUE,TRUE,1000,"Whole-plot ROI","2018-11-16","2022-12-01","3.9","3.0","https://phenocam.nau.edu/webcam/roi/segaarboretum9/GR_1000/","https://phenocam.nau.edu/data/archive/segaarboretum9/ROI/segaarboretum9_GR_1000_roistats.csv","https://phenocam.nau.edu/data/archive/segaarboretum9/ROI/segaarboretum9_GR_1000_1day.csv","https://phenocam.nau.edu/data/archive/segaarboretum9/ROI/segaarboretum9_GR_1000_3day.csv",NA
"segaarboretumforest_EN_1000","segaarboretumforest",35.1613,-111.7359,"EN",TRUE,TRUE,TRUE,1000,"ponderosa pines","2019-05-29","2022-12-01","3.4","3.0","https://phenocam.nau.edu/webcam/roi/segaarboretumforest/EN_1000/","https://phenocam.nau.edu/data/archive/segaarboretumforest/ROI/segaarboretumforest_EN_1000_roistats.csv","https://phenocam.nau.edu/data/archive/segaarboretumforest/ROI/segaarboretumforest_EN_1000_1day.csv","https://phenocam.nau.edu/data/archive/segaarboretumforest/ROI/segaarboretumforest_EN_1000_3day.csv",NA
"segaarboretumforest_GR_1000","segaarboretumforest",35.1613,-111.7359,"GR",TRUE,TRUE,TRUE,1000,"foreground grass","2019-05-29","2022-12-01","3.4","3.0","https://phenocam.nau.edu/webcam/roi/segaarboretumforest/GR_1000/","https://phenocam.nau.edu/data/archive/segaarboretumforest/ROI/segaarboretumforest_GR_1000_roistats.csv","https://phenocam.nau.edu/data/archive/segaarboretumforest/ROI/segaarboretumforest_GR_1000_1day.csv","https://phenocam.nau.edu/data/archive/segaarboretumforest/ROI/segaarboretumforest_GR_1000_3day.csv",NA
"segaarboretummeadow_EN_1000","segaarboretummeadow",35.1621,-111.7316,"EN",FALSE,TRUE,TRUE,1000,"background ponderosa pines","2017-10-20","2018-11-07","1.1","0.0","https://phenocam.nau.edu/webcam/roi/segaarboretummeadow/EN_1000/","https://phenocam.nau.edu/data/archive/segaarboretummeadow/ROI/segaarboretummeadow_EN_1000_roistats.csv","https://phenocam.nau.edu/data/archive/segaarboretummeadow/ROI/segaarboretummeadow_EN_1000_1day.csv","https://phenocam.nau.edu/data/archive/segaarboretummeadow/ROI/segaarboretummeadow_EN_1000_3day.csv",NA
"segaarboretummeadow_EN_2000","segaarboretummeadow",35.1621,-111.7316,"EN",TRUE,TRUE,TRUE,2000,"background ponderosa pines","2019-04-05","2022-12-01","3.6","2.0","https://phenocam.nau.edu/webcam/roi/segaarboretummeadow/EN_2000/","https://phenocam.nau.edu/data/archive/segaarboretummeadow/ROI/segaarboretummeadow_EN_2000_roistats.csv","https://phenocam.nau.edu/data/archive/segaarboretummeadow/ROI/segaarboretummeadow_EN_2000_1day.csv","https://phenocam.nau.edu/data/archive/segaarboretummeadow/ROI/segaarboretummeadow_EN_2000_3day.csv",NA
"segaarboretummeadow_GR_1000","segaarboretummeadow",35.1621,-111.7316,"GR",FALSE,TRUE,TRUE,1000,"foreground grass","2017-10-20","2018-11-07","1.1","0.0","https://phenocam.nau.edu/webcam/roi/segaarboretummeadow/GR_1000/","https://phenocam.nau.edu/data/archive/segaarboretummeadow/ROI/segaarboretummeadow_GR_1000_roistats.csv","https://phenocam.nau.edu/data/archive/segaarboretummeadow/ROI/segaarboretummeadow_GR_1000_1day.csv","https://phenocam.nau.edu/data/archive/segaarboretummeadow/ROI/segaarboretummeadow_GR_1000_3day.csv",NA
"segaarboretummeadow_GR_2000","segaarboretummeadow",35.1621,-111.7316,"GR",TRUE,TRUE,TRUE,2000,"GR in foreground of FOV","2019-04-05","2022-12-01","3.6","2.0","https://phenocam.nau.edu/webcam/roi/segaarboretummeadow/GR_2000/","https://phenocam.nau.edu/data/archive/segaarboretummeadow/ROI/segaarboretummeadow_GR_2000_roistats.csv","https://phenocam.nau.edu/data/archive/segaarboretummeadow/ROI/segaarboretummeadow_GR_2000_1day.csv","https://phenocam.nau.edu/data/archive/segaarboretummeadow/ROI/segaarboretummeadow_GR_2000_3day.csv",NA
"segabearsprings_EN_1000","segabearsprings",36.3629,-112.1722,"EN",FALSE,TRUE,TRUE,1000,"EN veg type","2017-11-10","2018-03-12","0.1","57.0","https://phenocam.nau.edu/webcam/roi/segabearsprings/EN_1000/","https://phenocam.nau.edu/data/archive/segabearsprings/ROI/segabearsprings_EN_1000_roistats.csv","https://phenocam.nau.edu/data/archive/segabearsprings/ROI/segabearsprings_EN_1000_1day.csv","https://phenocam.nau.edu/data/archive/segabearsprings/ROI/segabearsprings_EN_1000_3day.csv",NA
"segabearsprings_EN_2000","segabearsprings",36.3629,-112.1722,"EN",TRUE,TRUE,TRUE,2000,"EN forest. GR in foreground.","2019-08-21","2020-09-01","0.8","19.0","https://phenocam.nau.edu/webcam/roi/segabearsprings/EN_2000/","https://phenocam.nau.edu/data/archive/segabearsprings/ROI/segabearsprings_EN_2000_roistats.csv","https://phenocam.nau.edu/data/archive/segabearsprings/ROI/segabearsprings_EN_2000_1day.csv","https://phenocam.nau.edu/data/archive/segabearsprings/ROI/segabearsprings_EN_2000_3day.csv",NA
"segablackpoint_GR_1000","segablackpoint",35.6814,-111.4754,"GR",FALSE,TRUE,TRUE,1000,"grass in the background","2016-01-29","2018-03-12","1.8","13.0","https://phenocam.nau.edu/webcam/roi/segablackpoint/GR_1000/","https://phenocam.nau.edu/data/archive/segablackpoint/ROI/segablackpoint_GR_1000_roistats.csv","https://phenocam.nau.edu/data/archive/segablackpoint/ROI/segablackpoint_GR_1000_1day.csv","https://phenocam.nau.edu/data/archive/segablackpoint/ROI/segablackpoint_GR_1000_3day.csv",NA
"segablackpoint_GR_2000","segablackpoint",35.6814,-111.4754,"GR",TRUE,TRUE,TRUE,2000,"grass in the background","2018-05-11","2022-12-01","4.6","0.0","https://phenocam.nau.edu/webcam/roi/segablackpoint/GR_2000/","https://phenocam.nau.edu/data/archive/segablackpoint/ROI/segablackpoint_GR_2000_roistats.csv","https://phenocam.nau.edu/data/archive/segablackpoint/ROI/segablackpoint_GR_2000_1day.csv","https://phenocam.nau.edu/data/archive/segablackpoint/ROI/segablackpoint_GR_2000_3day.csv",NA
"segabluechute_EN_1000","segabluechute",35.5876,-111.9716,"EN",TRUE,TRUE,TRUE,1000,"EN veg type. Short statured, may be closer to SH veg type.","2018-02-28","2022-12-01","4.2","11.0","https://phenocam.nau.edu/webcam/roi/segabluechute/EN_1000/","https://phenocam.nau.edu/data/archive/segabluechute/ROI/segabluechute_EN_1000_roistats.csv","https://phenocam.nau.edu/data/archive/segabluechute/ROI/segabluechute_EN_1000_1day.csv","https://phenocam.nau.edu/data/archive/segabluechute/ROI/segabluechute_EN_1000_3day.csv",NA
"segabluechute_GR_1000","segabluechute",35.5876,-111.9716,"GR",TRUE,TRUE,TRUE,1000,"grass in the foreground","2018-02-28","2022-12-01","4.2","11.0","https://phenocam.nau.edu/webcam/roi/segabluechute/GR_1000/","https://phenocam.nau.edu/data/archive/segabluechute/ROI/segabluechute_GR_1000_roistats.csv","https://phenocam.nau.edu/data/archive/segabluechute/ROI/segabluechute_GR_1000_1day.csv","https://phenocam.nau.edu/data/archive/segabluechute/ROI/segabluechute_GR_1000_3day.csv",NA
"segabluechute1_GR_1000","segabluechute1",35.58759,-111.97115,"GR",TRUE,TRUE,TRUE,1000,"Whole-plot ROI","2019-05-17","2022-12-01","3.6","0.0","https://phenocam.nau.edu/webcam/roi/segabluechute1/GR_1000/","https://phenocam.nau.edu/data/archive/segabluechute1/ROI/segabluechute1_GR_1000_roistats.csv","https://phenocam.nau.edu/data/archive/segabluechute1/ROI/segabluechute1_GR_1000_1day.csv","https://phenocam.nau.edu/data/archive/segabluechute1/ROI/segabluechute1_GR_1000_3day.csv",NA
"segabluechute2_GR_1000","segabluechute2",35.58759,-111.97115,"GR",TRUE,TRUE,TRUE,1000,"Whole-plot ROI","2019-05-17","2022-12-01","3.6","0.0","https://phenocam.nau.edu/webcam/roi/segabluechute2/GR_1000/","https://phenocam.nau.edu/data/archive/segabluechute2/ROI/segabluechute2_GR_1000_roistats.csv","https://phenocam.nau.edu/data/archive/segabluechute2/ROI/segabluechute2_GR_1000_1day.csv","https://phenocam.nau.edu/data/archive/segabluechute2/ROI/segabluechute2_GR_1000_3day.csv",NA
"segabluechute4_GR_1000","segabluechute4",35.58759,-111.9716,"GR",TRUE,TRUE,TRUE,1000,"Whole-plot ROI","2019-05-17","2022-12-01","3.6","0.0","https://phenocam.nau.edu/webcam/roi/segabluechute4/GR_1000/","https://phenocam.nau.edu/data/archive/segabluechute4/ROI/segabluechute4_GR_1000_roistats.csv","https://phenocam.nau.edu/data/archive/segabluechute4/ROI/segabluechute4_GR_1000_1day.csv","https://phenocam.nau.edu/data/archive/segabluechute4/ROI/segabluechute4_GR_1000_3day.csv",NA
"segabluechute6_GR_1000","segabluechute6",35.58759,-111.97115,"GR",TRUE,TRUE,TRUE,1000,"Whole-plot ROI","2019-05-17","2022-12-01","3.6","0.0","https://phenocam.nau.edu/webcam/roi/segabluechute6/GR_1000/","https://phenocam.nau.edu/data/archive/segabluechute6/ROI/segabluechute6_GR_1000_roistats.csv","https://phenocam.nau.edu/data/archive/segabluechute6/ROI/segabluechute6_GR_1000_1day.csv","https://phenocam.nau.edu/data/archive/segabluechute6/ROI/segabluechute6_GR_1000_3day.csv",NA
"segabluechute7_GR_1000","segabluechute7",35.58759,-111.97115,"GR",TRUE,TRUE,TRUE,1000,"Whole-plot ROI","2019-05-17","2022-12-01","3.5","0.0","https://phenocam.nau.edu/webcam/roi/segabluechute7/GR_1000/","https://phenocam.nau.edu/data/archive/segabluechute7/ROI/segabluechute7_GR_1000_roistats.csv","https://phenocam.nau.edu/data/archive/segabluechute7/ROI/segabluechute7_GR_1000_1day.csv","https://phenocam.nau.edu/data/archive/segabluechute7/ROI/segabluechute7_GR_1000_3day.csv",NA
"segabluechute8_GR_1000","segabluechute8",35.58759,-111.97115,"GR",TRUE,TRUE,TRUE,1000,"Whole-plot ROI","2019-05-17","2022-12-01","3.6","0.0","https://phenocam.nau.edu/webcam/roi/segabluechute8/GR_1000/","https://phenocam.nau.edu/data/archive/segabluechute8/ROI/segabluechute8_GR_1000_roistats.csv","https://phenocam.nau.edu/data/archive/segabluechute8/ROI/segabluechute8_GR_1000_1day.csv","https://phenocam.nau.edu/data/archive/segabluechute8/ROI/segabluechute8_GR_1000_3day.csv",NA
"segabradshaw_EN_1000","segabradshaw",34.9109,-111.9285,"EN",TRUE,TRUE,TRUE,1000,"EN veg type. Short statured, shrub like.","2018-11-28","2022-12-01","4.0","1.0","https://phenocam.nau.edu/webcam/roi/segabradshaw/EN_1000/","https://phenocam.nau.edu/data/archive/segabradshaw/ROI/segabradshaw_EN_1000_roistats.csv","https://phenocam.nau.edu/data/archive/segabradshaw/ROI/segabradshaw_EN_1000_1day.csv","https://phenocam.nau.edu/data/archive/segabradshaw/ROI/segabradshaw_EN_1000_3day.csv",NA
"segahartprairie_DB_1000","segahartprairie",35.3536,-111.7324,"DB",TRUE,TRUE,TRUE,1000,"DB veg in background","2019-08-03","2022-12-01","3.3","2.0","https://phenocam.nau.edu/webcam/roi/segahartprairie/DB_1000/","https://phenocam.nau.edu/data/archive/segahartprairie/ROI/segahartprairie_DB_1000_roistats.csv","https://phenocam.nau.edu/data/archive/segahartprairie/ROI/segahartprairie_DB_1000_1day.csv","https://phenocam.nau.edu/data/archive/segahartprairie/ROI/segahartprairie_DB_1000_3day.csv",NA
"segahartprairie_GR_1000","segahartprairie",35.3536,-111.7324,"GR",TRUE,TRUE,TRUE,1000,"GR in foreground.","2019-08-03","2022-12-01","3.3","2.0","https://phenocam.nau.edu/webcam/roi/segahartprairie/GR_1000/","https://phenocam.nau.edu/data/archive/segahartprairie/ROI/segahartprairie_GR_1000_roistats.csv","https://phenocam.nau.edu/data/archive/segahartprairie/ROI/segahartprairie_GR_1000_1day.csv","https://phenocam.nau.edu/data/archive/segahartprairie/ROI/segahartprairie_GR_1000_3day.csv",NA
"segalcr_GR_1000","segalcr",35.7231,-111.321,"GR",TRUE,TRUE,TRUE,1000,"foreground grass","2019-01-05","2022-12-01","3.9","0.0","https://phenocam.nau.edu/webcam/roi/segalcr/GR_1000/","https://phenocam.nau.edu/data/archive/segalcr/ROI/segalcr_GR_1000_roistats.csv","https://phenocam.nau.edu/data/archive/segalcr/ROI/segalcr_GR_1000_1day.csv","https://phenocam.nau.edu/data/archive/segalcr/ROI/segalcr_GR_1000_3day.csv",NA
